,id,age,capitalgain,capitalloss,country,education,educationnum,fnlwgt,hours,maritalstatus,occupation,race,relationship,salary,sex,workclass
11404,27039,22,0,0, United-States, HS-grad,9,330571,45, Never-married, ?, White, Not-in-family, <=50K, Female, ?
11405,19914,35,0,0, United-States, Assoc-acdm,12,134367,40, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, Private
11406,28938,46,0,0, ?, Masters,14,268022,55, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
11407,3440,40,0,0, United-States, Bachelors,13,162108,50, Divorced, ?, White, Not-in-family, <=50K, Female, ?
11408,10574,44,0,0, United-States, HS-grad,9,180609,40, Married-civ-spouse, Protective-serv, White, Husband, <=50K, Male, State-gov
11409,26137,44,0,0, United-States, Bachelors,13,183542,32, Widowed, Prof-specialty, White, Unmarried, <=50K, Female, Private
11410,4971,51,0,0, United-States, HS-grad,9,203953,40, Married-civ-spouse, ?, White, Husband, >50K, Male, ?
11411,18922,39,0,0, Mexico, 10th,6,319248,25, Never-married, Other-service, White, Unmarried, <=50K, Female, Private
11412,8144,19,0,0, United-States, HS-grad,9,389755,16, Never-married, Handlers-cleaners, White, Own-child, <=50K, Male, Private
11413,21717,26,0,0, United-States, HS-grad,9,238367,40, Never-married, Craft-repair, White, Not-in-family, <=50K, Male, Private
11414,15914,32,0,1669, United-States, HS-grad,9,48458,45, Never-married, Sales, Black, Own-child, <=50K, Female, Private
11415,11911,28,0,0, United-States, Some-college,10,38079,55, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Self-emp-not-inc
11416,25301,57,0,0, United-States, Some-college,10,124852,40, Never-married, Handlers-cleaners, Black, Own-child, <=50K, Male, Private
11417,9393,46,0,0, United-States, Masters,14,155489,50, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
11418,27998,35,0,0, United-States, 7th-8th,4,98986,30, Never-married, Machine-op-inspct, White, Own-child, <=50K, Female, Private
11419,15555,22,0,0, United-States, Some-college,10,448626,40, Never-married, Sales, White, Own-child, <=50K, Male, Private
11420,13566,43,0,0, United-States, Bachelors,13,309932,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11421,16602,40,0,0, United-States, Bachelors,13,166893,40, Married-civ-spouse, Protective-serv, Black, Husband, >50K, Male, Local-gov
11422,17904,58,0,0, United-States, HS-grad,9,300623,40, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, State-gov
11423,20993,54,0,0, United-States, HS-grad,9,33863,60, Married-civ-spouse, Farming-fishing, White, Husband, >50K, Male, Self-emp-not-inc
11424,30984,31,0,0, United-States, 11th,7,124420,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11425,25502,38,0,0, United-States, Doctorate,16,321943,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, State-gov
11426,3942,28,0,0, Mexico, 1st-4th,2,339897,43, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
11427,4887,34,0,0, United-States, HS-grad,9,114973,30, Separated, Exec-managerial, White, Unmarried, <=50K, Female, Private
11428,5312,36,0,0, United-States, Doctorate,16,177907,40, Never-married, Prof-specialty, White, Not-in-family, >50K, Male, Self-emp-not-inc
11429,6265,38,0,0, United-States, HS-grad,9,63509,40, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
11430,21102,41,0,0, United-States, HS-grad,9,144778,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11431,10279,32,0,0, United-States, Bachelors,13,153326,40, Married-civ-spouse, Prof-specialty, White, Other-relative, <=50K, Male, Private
11432,30469,38,0,0, United-States, Assoc-voc,11,365465,15, Never-married, ?, White, Own-child, <=50K, Male, ?
11433,17959,33,0,0, United-States, HS-grad,9,128016,40, Widowed, Sales, White, Unmarried, <=50K, Female, Self-emp-inc
11434,30811,28,0,0, United-States, HS-grad,9,131298,60, Never-married, Other-service, White, Not-in-family, <=50K, Male, Private
11435,4,53,0,0, United-States, 11th,7,234721,40, Married-civ-spouse, Handlers-cleaners, Black, Husband, <=50K, Male, Private
11436,903,22,0,0, United-States, HS-grad,9,99697,40, Never-married, Handlers-cleaners, White, Own-child, <=50K, Female, Private
11437,9656,17,0,0, United-States, 10th,6,99161,8, Never-married, Other-service, White, Own-child, <=50K, Male, Private
11438,1979,48,0,0, United-States, 11th,7,104790,50, Married-civ-spouse, Farming-fishing, White, Husband, >50K, Male, Self-emp-not-inc
11439,13134,63,0,0, United-States, HS-grad,9,38352,40, Widowed, Adm-clerical, White, Unmarried, <=50K, Female, Private
11440,20969,19,0,0, United-States, HS-grad,9,405526,40, Never-married, Handlers-cleaners, White, Own-child, <=50K, Male, Private
11441,27774,17,0,0, United-States, 11th,7,57723,30, Never-married, Sales, White, Own-child, <=50K, Male, Private
11442,2806,18,0,0, United-States, 10th,6,387568,10, Never-married, Sales, White, Own-child, <=50K, Male, Private
11443,3513,26,0,0, United-States, HS-grad,9,152035,40, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11444,10293,18,0,0, United-States, HS-grad,9,27620,25, Never-married, Adm-clerical, White, Not-in-family, <=50K, Female, Private
11445,7654,47,0,0, United-States, HS-grad,9,116279,43, Divorced, Craft-repair, White, Unmarried, <=50K, Female, Private
11446,16797,48,0,0, United-States, Assoc-voc,11,83444,43, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
11447,434,30,0,0, United-States, Assoc-acdm,12,29662,25, Married-civ-spouse, Other-service, White, Wife, >50K, Female, Private
11448,23242,19,0,0, United-States, HS-grad,9,261259,20, Never-married, Handlers-cleaners, White, Own-child, <=50K, Male, Private
11449,26367,54,0,0, United-States, Some-college,10,198741,40, Married-civ-spouse, Protective-serv, White, Husband, >50K, Male, State-gov
11450,24495,30,0,0, United-States, Some-college,10,101283,40, Never-married, Other-service, White, Not-in-family, <=50K, Female, Private
11451,31022,26,0,0, United-States, 12th,8,152129,40, Never-married, Other-service, Black, Unmarried, <=50K, Male, Private
11452,11092,49,0,1848, United-States, Some-college,10,102583,44, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
11453,32395,31,0,0, United-States, HS-grad,9,156033,35, Divorced, Other-service, White, Not-in-family, <=50K, Male, Self-emp-not-inc
11454,5794,43,0,0, United-States, HS-grad,9,233865,40, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Local-gov
11455,8678,25,0,0, United-States, HS-grad,9,431861,40, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Private
11456,3228,39,3464,0, United-States, Bachelors,13,129597,40, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Private
11457,30451,39,0,0, United-States, 12th,8,86551,40, Married-civ-spouse, ?, White, Husband, <=50K, Male, ?
11458,24460,32,0,0, United-States, Masters,14,98656,40, Never-married, Exec-managerial, White, Not-in-family, <=50K, Female, Private
11459,8563,49,0,0, Hungary, HS-grad,9,122066,30, Married-civ-spouse, Exec-managerial, White, Husband, <=50K, Male, Private
11460,13561,40,0,0, United-States, Bachelors,13,143046,45, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Private
11461,14953,32,0,0, United-States, Some-college,10,171215,48, Divorced, Adm-clerical, White, Not-in-family, <=50K, Male, Private
11462,23425,56,0,0, United-States, Masters,14,67662,39, Divorced, Prof-specialty, White, Not-in-family, <=50K, Female, State-gov
11463,2327,37,0,0, United-States, Some-college,10,200863,40, Widowed, Craft-repair, White, Unmarried, <=50K, Male, Private
11464,7857,28,0,0, United-States, Assoc-acdm,12,167536,40, Widowed, Prof-specialty, White, Unmarried, <=50K, Male, Local-gov
11465,22581,55,5178,0, United-States, HS-grad,9,162205,72, Married-civ-spouse, Transport-moving, White, Husband, >50K, Male, Private
11466,21938,31,0,0, United-States, HS-grad,9,197689,38, Never-married, Other-service, Black, Not-in-family, <=50K, Female, Private
11467,25674,30,0,0, United-States, Bachelors,13,154950,72, Married-civ-spouse, Protective-serv, White, Husband, >50K, Male, Local-gov
11468,27024,58,0,1887, United-States, Assoc-voc,11,314092,48, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
11469,21195,26,0,0, United-States, HS-grad,9,195327,40, Never-married, Sales, White, Own-child, <=50K, Male, Private
11470,20623,32,0,0, Germany, HS-grad,9,226883,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11471,11148,31,0,0, ?, HS-grad,9,185480,40, Married-civ-spouse, Adm-clerical, White, Wife, >50K, Female, Private
11472,2481,41,0,0, United-States, Some-college,10,195897,50, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Private
11473,17909,58,8614,0, Mexico, HS-grad,9,275859,52, Widowed, Craft-repair, White, Unmarried, >50K, Male, Private
11474,2058,34,0,0, United-States, HS-grad,9,126838,40, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Private
11475,16497,51,15024,0, United-States, Masters,14,221672,50, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
11476,8449,49,0,0, United-States, Bachelors,13,196571,45, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
11477,26349,59,0,0, United-States, HS-grad,9,375049,41, Married-civ-spouse, ?, White, Husband, >50K, Male, ?
11478,17570,47,0,0, United-States, HS-grad,9,204692,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11479,21739,20,0,0, United-States, Some-college,10,258430,19, Never-married, Other-service, White, Own-child, <=50K, Female, Private
11480,26493,26,0,0, United-States, Bachelors,13,176795,40, Never-married, Adm-clerical, White, Own-child, >50K, Female, Private
11481,9788,49,0,0, United-States, Some-college,10,174702,35, Never-married, ?, White, Not-in-family, <=50K, Male, ?
11482,2085,28,0,0, Honduras, HS-grad,9,308493,17, Married-civ-spouse, ?, White, Wife, <=50K, Female, ?
11483,11100,79,0,0, United-States, HS-grad,9,165209,40, Married-civ-spouse, ?, White, Husband, <=50K, Male, ?
11484,30720,38,0,0, United-States, 10th,6,141550,40, Divorced, Craft-repair, White, Not-in-family, <=50K, Male, Private
11485,16153,39,0,0, United-States, Masters,14,150057,50, Never-married, Sales, White, Not-in-family, >50K, Male, Private
11486,19688,50,0,0, United-States, HS-grad,9,180607,40, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11487,6086,56,0,0, United-States, 9th,5,229525,40, Married-civ-spouse, Transport-moving, Black, Husband, <=50K, Male, Private
11488,7586,19,0,0, United-States, HS-grad,9,164395,25, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11489,25505,52,0,0, ?, Some-college,10,135607,40, Widowed, Other-service, Black, Unmarried, <=50K, Female, Private
11490,2992,62,0,0, United-States, Some-college,10,120939,40, Divorced, Sales, White, Not-in-family, <=50K, Male, Self-emp-not-inc
11491,18874,27,0,0, United-States, Assoc-acdm,12,244402,40, Never-married, Exec-managerial, White, Not-in-family, >50K, Female, Private
11492,20906,25,0,0, United-States, Bachelors,13,161478,40, Never-married, Prof-specialty, Asian-Pac-Islander, Not-in-family, <=50K, Female, Private
11493,18,32,0,0, United-States, HS-grad,9,186824,40, Never-married, Machine-op-inspct, White, Unmarried, <=50K, Male, Private
11494,21918,54,0,0, United-States, 12th,8,227832,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11495,20321,45,0,0, United-States, HS-grad,9,248993,40, Married-spouse-absent, Farming-fishing, Black, Other-relative, <=50K, Male, Private
11496,15139,48,0,0, United-States, HS-grad,9,54744,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11497,10655,34,0,0, United-States, Bachelors,13,183801,14, Never-married, Other-service, White, Not-in-family, <=50K, Male, Local-gov
11498,22879,35,0,0, United-States, 7th-8th,4,128876,40, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Self-emp-not-inc
11499,16625,33,0,0, United-States, HS-grad,9,120201,65, Divorced, Adm-clerical, Other, Own-child, <=50K, Female, Private
11500,26740,43,0,0, United-States, Some-college,10,147099,36, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, Self-emp-not-inc
11501,18767,18,0,0, United-States, HS-grad,9,36275,25, Never-married, Craft-repair, White, Own-child, <=50K, Male, Private
11502,18014,39,0,1977, Philippines, Bachelors,13,201410,45, Married-civ-spouse, Transport-moving, White, Husband, >50K, Male, Private
11503,30004,20,0,0, United-States, Some-college,10,211968,15, Never-married, Prof-specialty, White, Own-child, <=50K, Female, Private
11504,17496,21,0,0, United-States, HS-grad,9,230248,25, Never-married, Adm-clerical, White, Not-in-family, <=50K, Female, Private
11505,17050,50,0,0, United-States, HS-grad,9,215990,40, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
11506,1915,41,0,0, United-States, Some-college,10,66632,40, Divorced, Craft-repair, White, Not-in-family, <=50K, Male, Self-emp-not-inc
11507,9677,70,0,2377, United-States, Bachelors,13,155141,12, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Self-emp-not-inc
11508,21237,39,0,0, Mexico, 9th,5,347434,43, Married-civ-spouse, Handlers-cleaners, White, Husband, <=50K, Male, Private
11509,25006,19,0,0, United-States, HS-grad,9,228939,35, Never-married, Handlers-cleaners, White, Own-child, <=50K, Male, Private
11510,5143,26,0,0, United-States, Bachelors,13,192506,35, Never-married, Other-service, Black, Not-in-family, <=50K, Female, Private
11511,12870,18,0,0, United-States, Some-college,10,183034,35, Never-married, Sales, Black, Own-child, <=50K, Male, Private
11512,18248,41,0,0, Yugoslavia, Bachelors,13,324629,40, Married-civ-spouse, Exec-managerial, White, Husband, <=50K, Male, Private
11513,22462,21,0,0, United-States, Some-college,10,265434,30, Never-married, Prof-specialty, White, Own-child, <=50K, Female, Private
11514,19960,45,0,0, India, 9th,5,175262,40, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Husband, <=50K, Male, Private
11515,20440,17,0,1721, United-States, 12th,8,93235,25, Never-married, Other-service, White, Own-child, <=50K, Female, Private
11516,23226,50,0,0, United-States, Bachelors,13,95949,50, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Self-emp-not-inc
11517,17260,57,15024,0, India, Prof-school,15,123053,50, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband, >50K, Male, Self-emp-inc
11518,4763,31,0,0, United-States, Some-college,10,315128,52, Never-married, Adm-clerical, White, Not-in-family, <=50K, Female, Private
11519,15218,24,0,0, United-States, HS-grad,9,52262,40, Never-married, Machine-op-inspct, White, Not-in-family, <=50K, Male, Private
11520,15971,32,0,0, United-States, HS-grad,9,207668,50, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11521,2606,31,0,0, United-States, HS-grad,9,209276,40, Married-civ-spouse, Other-service, Other, Husband, <=50K, Male, Private
11522,20341,60,0,0, United-States, Some-college,10,96099,40, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
11523,21369,41,0,0, United-States, Some-college,10,103980,52, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Private
11524,5902,42,0,0, United-States, HS-grad,9,76280,40, Married-civ-spouse, Exec-managerial, White, Wife, <=50K, Female, Private
11525,17443,25,0,0, United-States, Bachelors,13,209227,21, Never-married, Prof-specialty, White, Own-child, <=50K, Female, Private
11526,1291,58,0,0, United-States, 12th,8,178660,40, Married-civ-spouse, ?, White, Husband, <=50K, Male, ?
11527,13391,57,3103,0, United-States, Bachelors,13,211804,50, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
11528,23541,43,0,0, United-States, HS-grad,9,180599,55, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11529,29708,38,0,0, United-States, Assoc-voc,11,22245,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11530,15439,23,0,0, United-States, HS-grad,9,122048,40, Never-married, Machine-op-inspct, White, Other-relative, <=50K, Female, Private
11531,9776,22,0,0, United-States, Some-college,10,416165,32, Never-married, Sales, White, Unmarried, <=50K, Female, Private
11532,1381,25,0,0, United-States, Some-college,10,208999,40, Separated, Adm-clerical, White, Own-child, <=50K, Male, Private
11533,2765,19,0,0, United-States, HS-grad,9,116562,40, Never-married, Other-service, White, Own-child, <=50K, Female, Private
11534,20308,47,0,0, United-States, Assoc-voc,11,26145,40, Married-civ-spouse, Sales, White, Husband, >50K, Male, Self-emp-not-inc
11535,22003,32,0,0, ?, Assoc-voc,11,228357,40, Divorced, Other-service, White, Unmarried, <=50K, Female, Private
11536,7432,46,0,0, United-States, HS-grad,9,295791,30, Divorced, Tech-support, White, Not-in-family, <=50K, Female, Private
11537,11263,46,0,0, United-States, Some-college,10,199596,50, Divorced, Exec-managerial, White, Unmarried, <=50K, Female, Self-emp-not-inc
11538,2748,46,0,0, United-States, 11th,7,166003,40, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
11539,18745,46,0,0, United-States, Some-college,10,195023,40, Separated, Adm-clerical, White, Unmarried, <=50K, Female, Federal-gov
11540,6016,67,2329,0, United-States, HS-grad,9,183374,15, Widowed, ?, White, Not-in-family, <=50K, Female, ?
11541,16698,61,0,0, United-States, Some-college,10,392694,50, Divorced, Exec-managerial, White, Not-in-family, >50K, Male, Self-emp-not-inc
11542,13563,35,0,0, United-States, HS-grad,9,188563,50, Divorced, Farming-fishing, White, Own-child, <=50K, Male, Self-emp-not-inc
11543,2506,57,0,0, United-States, HS-grad,9,73309,55, Widowed, Craft-repair, White, Not-in-family, >50K, Male, Self-emp-not-inc
11544,21373,29,0,0, United-States, Prof-school,15,41013,55, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Federal-gov
11545,9704,55,0,0, United-States, Masters,14,52267,18, Married-civ-spouse, ?, White, Husband, <=50K, Male, ?
11546,6492,46,0,0, United-States, HS-grad,9,353012,40, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, State-gov
11547,18069,39,0,1902, United-States, Some-college,10,30916,50, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Federal-gov
11548,31563,40,0,0, United-States, HS-grad,9,196029,45, Divorced, Transport-moving, White, Unmarried, <=50K, Male, Private
11549,1423,40,0,0, United-States, Assoc-acdm,12,202872,45, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11550,32003,32,0,0, United-States, Assoc-acdm,12,93213,62, Married-civ-spouse, Machine-op-inspct, White, Husband, <=50K, Male, Private
11551,31349,60,0,0, United-States, HS-grad,9,232242,40, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Private
11552,29258,56,0,0, United-States, 12th,8,32316,40, Widowed, Exec-managerial, White, Not-in-family, <=50K, Female, Self-emp-inc
11553,25100,22,0,0, United-States, HS-grad,9,61499,40, Never-married, ?, White, Not-in-family, <=50K, Female, ?
11554,7883,28,0,0, United-States, Assoc-acdm,12,138054,40, Never-married, Other-service, Other, Not-in-family, <=50K, Male, Private
11555,3787,33,0,1887, United-States, Assoc-acdm,12,117963,60, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Self-emp-inc
11556,20478,34,0,0, United-States, Bachelors,13,213226,65, Never-married, Sales, White, Not-in-family, >50K, Male, Private
11557,2482,44,7688,0, United-States, Bachelors,13,153132,52, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Self-emp-inc
11558,10982,24,0,0, United-States, HS-grad,9,182276,25, Married-civ-spouse, Other-service, White, Wife, <=50K, Female, Private
11559,16472,59,0,0, United-States, Doctorate,16,205759,50, Never-married, Prof-specialty, White, Not-in-family, <=50K, Male, Private
11560,30821,52,0,0, United-States, Assoc-acdm,12,334273,40, Married-civ-spouse, Sales, White, Husband, >50K, Male, State-gov
11561,30813,22,0,0, United-States, Some-college,10,172766,40, Never-married, Sales, White, Own-child, <=50K, Female, Private
11562,2864,35,0,0, United-States, Bachelors,13,115792,55, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Private
11563,9125,33,0,0, United-States, HS-grad,9,281030,94, Married-civ-spouse, Farming-fishing, White, Husband, <=50K, Male, Self-emp-not-inc
11564,22455,67,0,0, United-States, Bachelors,13,286372,40, Married-civ-spouse, Transport-moving, White, Husband, <=50K, Male, Self-emp-not-inc
11565,31252,22,0,0, United-States, Assoc-acdm,12,255575,15, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, State-gov
11566,8919,34,0,0, United-States, Some-college,10,314375,60, Married-civ-spouse, Sales, White, Husband, >50K, Male, Self-emp-inc
11567,12104,54,0,0, Mexico, Some-college,10,365049,40, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Local-gov
11568,17612,28,0,0, Mexico, 7th-8th,4,104617,99, Never-married, Other-service, White, Other-relative, <=50K, Female, Self-emp-not-inc
11569,22794,39,0,1887, United-States, HS-grad,9,176296,40, Married-civ-spouse, Transport-moving, Black, Husband, >50K, Male, Private
11570,24111,19,0,0, United-States, 11th,7,87497,10, Never-married, Transport-moving, White, Other-relative, <=50K, Male, Private
11571,10758,39,0,0, United-States, Masters,14,230054,50, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
11572,936,37,0,0, United-States, HS-grad,9,176900,99, Married-civ-spouse, Craft-repair, White, Husband, >50K, Male, Private
11573,29873,54,15024,0, United-States, HS-grad,9,36480,50, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
11574,19420,35,0,0, United-States, Doctorate,16,406051,80, Never-married, Prof-specialty, White, Not-in-family, >50K, Female, Private
11575,19986,29,0,0, United-States, 12th,8,285419,40, Never-married, Tech-support, White, Not-in-family, <=50K, Male, Private
11576,9852,17,0,0, United-States, 11th,7,293440,15, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11577,5866,24,0,0, United-States, Bachelors,13,190293,40, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Private
11578,23172,42,0,0, United-States, 7th-8th,4,228320,40, Divorced, Other-service, White, Not-in-family, <=50K, Male, Local-gov
11579,2669,37,0,0, Cuba, Some-college,10,243587,40, Separated, Other-service, White, Own-child, <=50K, Female, Self-emp-not-inc
11580,20769,28,10520,0, United-States, Bachelors,13,378460,60, Never-married, Adm-clerical, White, Not-in-family, >50K, Male, Private
11581,6957,46,0,0, United-States, Some-college,10,106255,40, Married-civ-spouse, Craft-repair, White, Husband, <=50K, Male, Private
11582,2963,42,0,0, United-States, Assoc-voc,11,121264,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
11583,18421,46,0,0, United-States, Bachelors,13,99385,40, Separated, Exec-managerial, White, Unmarried, <=50K, Female, Private
11584,17792,18,0,0, United-States, HS-grad,9,365683,16, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11585,10403,22,0,0, United-States, Bachelors,13,110200,40, Never-married, Prof-specialty, White, Not-in-family, <=50K, Male, Private
11586,9951,23,0,0, United-States, Some-college,10,175424,40, Never-married, Adm-clerical, Black, Own-child, <=50K, Female, Private
11587,6887,56,0,0, United-States, 7th-8th,4,53366,40, Divorced, Transport-moving, White, Unmarried, <=50K, Male, Private
11588,22698,53,0,0, United-States, Bachelors,13,94081,44, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
11589,2346,29,0,0, United-States, Bachelors,13,214858,40, Married-civ-spouse, Sales, White, Husband, >50K, Male, Private
11590,10551,46,0,0, United-States, Masters,14,139268,45, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Private
11591,11518,23,0,0, United-States, Bachelors,13,342769,20, Never-married, Tech-support, White, Not-in-family, <=50K, Female, Private
11592,14829,24,0,0, United-States, HS-grad,9,291578,50, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Private
11593,25739,39,13550,0, United-States, Some-college,10,209867,45, Never-married, Adm-clerical, White, Not-in-family, >50K, Female, Private
11594,31317,50,0,0, United-States, Some-college,10,421561,40, Divorced, Exec-managerial, White, Not-in-family, <=50K, Male, Private
11595,10781,55,0,0, United-States, HS-grad,9,212448,40, Divorced, Adm-clerical, White, Not-in-family, <=50K, Female, Local-gov
11596,15520,24,0,0, United-States, Some-college,10,326587,40, Never-married, Sales, White, Not-in-family, <=50K, Male, Private
11597,18131,40,0,0, England, HS-grad,9,29927,45, Divorced, Adm-clerical, White, Unmarried, <=50K, Female, Private
11598,3487,34,0,0, United-States, HS-grad,9,197688,40, Never-married, ?, Black, Not-in-family, <=50K, Female, ?
11599,16770,23,0,0, United-States, Some-college,10,215443,15, Never-married, Adm-clerical, White, Not-in-family, <=50K, Male, State-gov
11600,6954,24,0,0, United-States, HS-grad,9,33616,35, Never-married, Other-service, White, Unmarried, <=50K, Female, Private
11601,24724,34,0,0, United-States, Some-college,10,108454,45, Married-civ-spouse, Exec-managerial, White, Husband, <=50K, Male, Private
11602,15044,28,0,0, Philippines, HS-grad,9,375313,40, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Husband, <=50K, Male, Private
11603,9270,36,0,0, United-States, HS-grad,9,95336,45, Married-civ-spouse, Tech-support, White, Husband, >50K, Male, Private
11604,6551,29,0,0, United-States, HS-grad,9,110442,45, Married-civ-spouse, Handlers-cleaners, White, Husband, <=50K, Male, Private
11605,32048,59,3325,0, United-States, Some-college,10,152968,40, Separated, Adm-clerical, White, Other-relative, <=50K, Male, Private
11606,18378,33,0,0, United-States, Some-college,10,368675,40, Married-civ-spouse, Protective-serv, White, Husband, <=50K, Male, Local-gov
11607,28050,26,0,0, Hong, HS-grad,9,167106,40, Never-married, Craft-repair, Asian-Pac-Islander, Other-relative, <=50K, Male, Private
11608,13476,21,0,0, United-States, Some-college,10,198259,15, Never-married, Adm-clerical, White, Own-child, <=50K, Female, Private
11609,16090,22,0,0, United-States, Some-college,10,332657,40, Never-married, Prof-specialty, White, Not-in-family, <=50K, Female, Private
11610,21566,28,0,0, United-States, 7th-8th,4,202239,55, Married-civ-spouse, Prof-specialty, White, Husband, <=50K, Male, Private
11611,11751,58,0,0, United-States, HS-grad,9,100960,50, Married-civ-spouse, Sales, White, Husband, <=50K, Male, Self-emp-inc
11612,18757,23,0,0, United-States, Some-college,10,80680,16, Married-civ-spouse, Sales, White, Own-child, <=50K, Female, Private
11613,32223,50,0,0, United-States, Doctorate,16,177896,40, Married-civ-spouse, Prof-specialty, White, Husband, >50K, Male, Private
11614,18909,55,0,0, United-States, HS-grad,9,284095,37, Divorced, Sales, White, Not-in-family, <=50K, Female, Private
11615,23638,46,0,0, ?, Bachelors,13,200949,50, Widowed, Exec-managerial, White, Not-in-family, <=50K, Female, Self-emp-inc
11616,10538,20,0,0, United-States, Some-college,10,197752,40, Never-married, Craft-repair, White, Unmarried, <=50K, Male, Private
11617,16316,34,2463,0, United-States, HS-grad,9,112820,40, Separated, Handlers-cleaners, White, Not-in-family, <=50K, Male, Private
11618,11826,20,0,0, United-States, Some-college,10,174714,20, Never-married, Other-service, White, Own-child, <=50K, Male, Private
11619,15023,29,0,0, United-States, Some-college,10,112963,40, Married-civ-spouse, ?, White, Wife, <=50K, Female, ?
11620,18491,19,0,0, United-States, HS-grad,9,327397,30, Never-married, Prof-specialty, White, Own-child, <=50K, Male, Private
11621,24962,55,0,0, United-States, Masters,14,125000,40, Divorced, Exec-managerial, White, Unmarried, >50K, Male, Private
11622,19536,27,0,2258, United-States, HS-grad,9,208577,50, Never-married, Craft-repair, White, Not-in-family, <=50K, Male, Self-emp-not-inc
11623,7212,27,0,0, United-States, Some-college,10,52156,60, Married-civ-spouse, Protective-serv, White, Husband, <=50K, Male, Local-gov
11624,6236,47,0,0, United-States, Some-college,10,26994,35, Divorced, Adm-clerical, White, Not-in-family, <=50K, Female, Private
11625,27997,54,0,0, United-States, HS-grad,9,35459,40, Never-married, Sales, White, Not-in-family, <=50K, Male, Private
11626,11326,50,0,1887, United-States, HS-grad,9,312477,40, Married-civ-spouse, Exec-managerial, White, Husband, >50K, Male, Self-emp-not-inc
